run,		Ps3,		Ps4,		BCM1I,		BCM2I,		BCM4AI,		BCM4CI,		BCM1Q,		BCM2Q,		BCM4AQ,		BCM4CQ,		Ps3HMSCLT,		Ps4HMSCLT,		trkEff,		hTRIG3,		hTRIG4
5643,		-1,		1,		17.582,		17.496,		17.36,		24.78,		31536.934,		31381.271,		31138.905,		44447.886,		-0.2578,		0.9999,		0.9967,		807067,		204745
6067,		-1,		1,		8.066,		8.03,		7.906,		11.211,		13687.114,		13627.576,		13416.11,		19025.156,		-0.1979,		0.9879,		0.9967,		9948417,		1988240
1680,		9,		-1,		18.411,		19.131,		19.081,		19.139,		21997.317,		22857.91,		22797.892,		22866.676,		0.9993,		-0.1119,		0.9974,		11821804,		9911196
5595,		-1,		1,		18.058,		17.959,		17.783,		25.362,		33805.841,		33620.418,		33291.144,		47479.275,		-0.2522,		1.0,		0.9967,		863371,		216844
3983,		-1,		1,		9.857,		9.845,		9.765,		11.4,		11944.058,		11929.635,		11832.673,		13814.498,		-0.7098,		0.9966,		0.9969,		3235551,		2304091
5430,		-1,		1,		17.193,		17.197,		17.095,		20.019,		30602.191,		30608.741,		30427.584,		35631.256,		-0.53,		0.9992,		0.9971,		2138585,		1132575
6757,		-1,		1,		10.09,		10.094,		9.927,		14.078,		16915.088,		16921.224,		16640.894,		23599.564,		-0.1967,		1.0,		0.9966,		912337,		175169
3878,		-1,		1,		9.863,		9.846,		9.807,		11.481,		3491.814,		3485.806,		3472.019,		4064.503,		-0.5251,		0.6386,		0.996,		4406425,		3622920
3555,		1,		-1,		18.552,		19.544,		19.435,		22.319,		22615.612,		23824.823,		23692.289,		27208.649,		0.9958,		-0.9981,		0.9975,		2043424,		1192468
5300,		-1,		1,		18.78,		18.791,		18.64,		21.846,		15941.44,		15950.372,		15822.138,		18544.128,		-0.4311,		0.9968,		0.9968,		3552809,		1534193
4854,		-1,		1,		11.662,		11.795,		11.747,		13.688,		22078.56,		22329.847,		22238.622,		25912.705,		-0.2375,		0.9998,		0.9963,		3141982,		744705
6039,		-1,		1,		15.999,		15.922,		15.695,		22.307,		30085.651,		29941.649,		29513.774,		41948.485,		-0.2423,		0.9962,		0.9964,		5441418,		1320946
6481,		-1,		1,		11.078,		11.01,		10.843,		15.387,		17224.965,		17119.252,		16860.309,		23925.267,		-0.3142,		0.9971,		0.9972,		2448757,		760850
6524,		-1,		1,		9.558,		9.494,		9.339,		13.237,		19510.225,		19379.689,		19063.824,		27019.107,		-0.3086,		0.9986,		0.9962,		3352130,		1032316
2631,		-1,		1,		23.266,		23.35,		23.281,		23.606,		58812.553,		59024.7,		58848.957,		59672.033,		-0.7483,		0.997,		0.9976,		6360105,		4772752
6262,		-1,		1,		20.259,		20.146,		19.896,		28.33,		7255.188,		7214.806,		7125.459,		10145.709,		-0.5331,		0.9979,		0.994,		266770,		139634
5790,		-1,		1,		10.155,		10.102,		9.969,		14.164,		17967.749,		17874.53,		17639.234,		25061.66,		-0.175,		0.9998,		0.9969,		1984742,		346659
4687,		-1,		1,		11.488,		11.648,		11.615,		13.572,		20442.417,		20728.27,		20669.58,		24151.357,		-0.2391,		0.9997,		0.9965,		2908661,		693216
4722,		-1,		1,		7.734,		7.824,		7.765,		9.054,		14872.017,		15045.371,		14931.665,		17411.14,		-0.207,		0.9871,		0.9969,		7955008,		1658233
2177,		9,		-1,		13.953,		14.205,		14.194,		14.211,		17077.771,		17386.5,		17373.733,		17394.204,		0.9997,		-0.1119,		0.9976,		11785077,		9588695
5635,		-1,		1,		7.264,		7.227,		7.159,		10.162,		9151.005,		9103.795,		9018.068,		12801.595,		-0.189,		1.0,		0.0,		1014401,		191175
3060,		-1,		1,		7.392,		7.441,		7.375,		8.45,		16590.371,		16699.24,		16550.411,		18963.68,		-0.6106,		0.9866,		0.9976,		13148582,		8136623
6011,		-1,		1,		7.914,		7.867,		7.755,		10.999,		1830.911,		1819.849,		1793.95,		2544.431,		-0.1966,		0.9564,		0.9962,		1326528,		265218
5328,		-1,		1,		27.967,		28.032,		27.815,		32.597,		22283.1,		22334.803,		22162.303,		25972.568,		-0.3992,		0.9915,		0.9966,		2001825,		803560
5446,		-1,		1,		9.658,		9.668,		9.593,		11.224,		16385.128,		16402.079,		16275.757,		19042.687,		-0.4367,		0.9991,		0.9969,		3657718,		1594603
5376,		-1,		1,		19.236,		19.277,		19.173,		22.456,		33038.659,		33109.875,		32931.063,		38570.934,		-0.4275,		0.9917,		0.9966,		7351641,		3167505
3523,		-1,		1,		9.878,		10.068,		9.971,		11.447,		22210.037,		22637.969,		22419.393,		25737.492,		-0.5966,		0.9997,		0.9975,		1970046,		1170095
5890,		-1,		1,		12.032,		11.975,		11.845,		16.865,		26930.482,		26801.964,		26510.204,		37746.869,		-0.1763,		0.9997,		0.9967,		2967538,		505226
4822,		-1,		1,		11.524,		11.666,		11.632,		13.57,		18410.857,		18637.679,		18584.431,		21680.534,		-0.2393,		0.9996,		0.9955,		2622044,		622413
1853,		9,		-1,		26.234,		26.267,		26.19,		26.273,		8573.494,		8584.422,		8559.18,		8586.219,		1.0,		-0.112,		0.9977,		735272,		556080
6552,		-1,		1,		6.21,		6.164,		6.059,		8.538,		10782.746,		10703.756,		10520.339,		14825.476,		-0.2589,		0.9951,		0.9964,		5753117,		1495019
6399,		-1,		1,		29.217,		29.071,		28.757,		40.885,		51478.715,		51220.819,		50668.099,		72035.714,		-0.6593,		0.9987,		0.9966,		1466294,		966941
4642,		-1,		1,		10.763,		10.858,		10.791,		12.603,		19797.307,		19972.36,		19848.857,		23182.501,		-0.2401,		0.9998,		0.997,		2809223,		672754
3100,		-1,		1,		9.752,		9.735,		9.64,		11.104,		22090.376,		22050.712,		21835.576,		25150.744,		-0.5915,		0.9654,		0.9976,		17513137,		10724365
6302,		-1,		1,		19.617,		19.549,		19.281,		27.402,		1171.9,		1167.848,		1151.835,		1636.989,		-0.635,		0.9876,		0.9949,		99569,		57745
5526,		-1,		1,		17.131,		17.024,		16.796,		23.886,		33867.226,		33655.907,		33204.09,		47221.237,		-0.2615,		1.0,		0.9977,		869907,		222187
4594,		-1,		1,		5.011,		5.031,		4.972,		5.767,		8187.929,		8219.599,		8123.911,		9422.551,		-0.2648,		0.9858,		0.9977,		1172639,		309230
5855,		-1,		1,		12.139,		12.09,		11.97,		17.056,		22965.874,		22873.519,		22645.96,		32267.188,		-0.1705,		0.9995,		0.9963,		2528447,		430193
4942,		-1,		1,		5.931,		5.99,		5.924,		6.843,		7182.956,		7254.189,		7174.613,		8287.288,		-0.2084,		0.9997,		0.9965,		3835783,		799488
3288,		3,		-1,		14.585,		14.562,		14.432,		16.577,		16812.705,		16785.893,		16636.333,		19108.962,		0.9965,		-0.3338,		0.9974,		8142249,		6195604
5578,		-1,		1,		10.129,		10.07,		9.952,		14.149,		17771.649,		17666.91,		17460.327,		24823.615,		-0.1779,		0.9999,		0.9973,		1958170,		344914
6432,		-1,		1,		10.804,		10.74,		10.571,		15.008,		18172.723,		18064.838,		17781.145,		25244.088,		-0.3122,		0.9989,		0.9971,		2564511,		798065
5433,		-1,		1,		11.664,		11.666,		11.581,		13.545,		13962.45,		13965.574,		13863.326,		16214.965,		-0.5378,		0.9998,		0.9973,		990530,		531741
3266,		3,		-1,		17.462,		17.455,		17.284,		19.835,		22282.69,		22273.411,		22055.129,		25310.444,		0.9949,		-0.3339,		0.9975,		10818003,		8222405
5596,		-1,		1,		17.338,		17.243,		17.077,		24.347,		32011.344,		31835.961,		31529.953,		44952.778,		-0.2811,		1.0,		0.9973,		821899,		209093
6064,		-1,		1,		8.236,		8.193,		8.077,		11.468,		9081.54,		9034.606,		8906.32,		12645.851,		-0.1981,		0.9903,		0.9964,		6586966,		1316951
4809,		-1,		1,		11.63,		11.766,		11.727,		13.683,		17136.961,		17338.542,		17279.827,		20162.512,		-0.2376,		0.9996,		0.9959,		2441917,		578532
5640,		-1,		1,		17.35,		17.268,		17.145,		24.472,		29814.81,		29673.59,		29463.602,		42053.275,		-0.2607,		1.0,		0.9966,		761939,		194612
6249,		-1,		1,		28.063,		27.952,		27.63,		39.349,		45457.036,		45276.828,		44755.453,		63738.591,		-0.6604,		0.9988,		1.0,		1289739,		850951
6527,		-1,		1,		9.657,		9.596,		9.446,		13.394,		17419.567,		17309.371,		17039.833,		24161.528,		-0.3077,		0.9982,		0.9962,		3003387,		923265
6482,		-1,		1,		10.92,		10.865,		10.708,		15.192,		19893.119,		19793.132,		19507.102,		27674.739,		-0.3115,		0.9988,		0.9972,		2837345,		881920
4857,		-1,		1,		11.638,		11.768,		11.716,		13.653,		20830.998,		21062.842,		20969.875,		24436.959,		-0.2357,		0.0002,		0.9964,		2968554,		4295669795.000000
5303,		-1,		1,		18.89,		18.921,		18.774,		22.007,		16009.124,		16035.42,		15910.746,		18650.871,		-0.4359,		0.9965,		0.9968,		3573561,		1544048
3556,		-1,		1,		9.384,		9.867,		9.799,		11.253,		21118.127,		22205.151,		22050.593,		25324.57,		-0.596,		0.9997,		0.9975,		1930261,		1147597
3238,		3,		-1,		14.798,		14.795,		14.713,		16.906,		9354.184,		9352.252,		9300.06,		10686.54,		0.9951,		-0.3336,		0.9976,		4530999,		3446934
6104,		-1,		1,		8.175,		60.407,		8.025,		11.397,		15311.746,		113147.243,		15031.834,		21346.838,		-0.1977,		0.9873,		0.9961,		11140822,		2228133
5398,		-1,		1,		7.953,		7.971,		7.907,		9.21,		14361.826,		14395.267,		14279.332,		16632.332,		-0.439,		0.9995,		0.9971,		3208277,		1408348
5553,		-1,		1,		10.245,		10.177,		10.037,		14.259,		18192.555,		18071.324,		17823.297,		25319.611,		-0.1769,		0.9999,		0.9976,		2005218,		352437
4792,		-1,		1,		7.728,		7.805,		7.73,		8.983,		12421.425,		12546.352,		12425.549,		14439.858,		-0.2079,		0.9989,		0.9968,		6656076,		1378419
6419,		-1,		1,		9.044,		9.023,		8.876,		12.596,		9355.744,		9334.414,		9182.084,		13029.899,		-0.3202,		0.9999,		0.9972,		1281157,		405786
5685,		-1,		1,		8.997,		8.95,		8.878,		12.632,		13471.469,		13400.981,		13292.626,		18914.205,		-0.3337,		1.0,		0.9974,		373968,		116363
4637,		-1,		1,		4.971,		5.015,		4.967,		5.757,		3094.997,		3122.27,		3092.355,		3584.436,		-0.2148,		0.9992,		0.9969,		1632061,		346797
4669,		-1,		1,		7.864,		7.968,		7.931,		9.257,		12669.321,		12837.66,		12777.648,		14913.589,		-0.2087,		0.9847,		0.9964,		6773148,		1412421
6447,		5,		-1,		11.401,		11.317,		11.145,		15.821,		5876.123,		5833.017,		5744.313,		8154.333,		1.0,		-0.2016,		0.9977,		883816,		272857
6329,		-1,		1,		18.734,		18.629,		18.403,		26.159,		29730.087,		29562.908,		29204.829,		41511.722,		-0.5787,		0.994,		0.9966,		2519744,		1463527
4892,		-1,		1,		5.95,		6.008,		5.938,		6.864,		10953.865,		11059.819,		10930.47,		12634.821,		-0.2542,		0.9999,		0.0,		1583415,		401549
5263,		-1,		1,		13.4,		13.427,		13.312,		15.606,		10007.504,		10028.07,		9942.121,		11655.188,		-0.4359,		0.9973,		0.997,		2235421,		970330
4937,		-1,		1,		7.789,		7.853,		7.773,		9.007,		14596.993,		14717.141,		14567.199,		16878.898,		-0.2061,		0.9992,		0.9962,		7828959,		1613161
5820,		-1,		1,		17.791,		17.695,		17.5,		24.937,		35213.473,		35023.532,		34637.248,		49357.223,		-0.1695,		0.9999,		0.9967,		1829621,		305578
5808,		-1,		1,		19.625,		19.526,		19.325,		27.546,		36028.241,		35847.784,		35478.611,		50571.513,		-0.2482,		0.9999,		0.9965,		908289,		222882
4597,		-1,		1,		3.168,		3.183,		3.163,		3.639,		4122.316,		4140.904,		4114.582,		4734.973,		-0.2897,		0.9999,		0.9975,		595698,		171278
5525,		-1,		1,		17.131,		17.024,		16.812,		23.92,		22557.177,		22416.312,		22136.117,		31495.846,		-0.2622,		1.0,		0.9974,		578527,		147529
6301,		-1,		1,		19.014,		18.9,		18.661,		26.546,		33223.395,		33025.38,		32606.43,		46384.142,		-0.5781,		0.9935,		0.9953,		2810138,		1633294
4641,		-1,		1,		10.59,		10.685,		10.619,		12.403,		17850.016,		18010.495,		17899.184,		20905.728,		-0.2411,		0.9996,		0.9969,		2533493,		608041
5708,		-1,		1,		9.844,		9.792,		9.706,		13.805,		7959.355,		7917.498,		7848.094,		11161.644,		-0.1813,		0.9999,		0.9956,		878662,		155548
6431,		-1,		1,		6.071,		6.044,		5.936,		8.352,		3885.351,		3867.969,		3799.138,		5345.327,		-0.2664,		0.9948,		0.9967,		2071435,		542317
2724,		3,		-1,		14.184,		14.145,		14.031,		14.21,		15983.057,		15939.322,		15811.47,		16012.123,		0.9986,		-0.3345,		0.9974,		4366807,		3103759
6089,		-1,		1,		7.848,		39.612,		7.691,		10.906,		16172.5,		81633.313,		15849.322,		22475.397,		-0.1979,		0.9854,		0.9967,		11742253,		2346347
5856,		-1,		1,		12.12,		12.074,		11.965,		17.048,		23858.356,		23768.208,		23553.769,		33560.748,		-0.1709,		0.9998,		0.9965,		2627228,		447829
5445,		-1,		1,		9.847,		9.846,		9.77,		11.435,		18235.919,		18234.778,		18092.515,		21176.468,		-0.4354,		0.9989,		0.9969,		4067309,		1771792
6012,		-1,		1,		8.109,		8.072,		7.952,		11.279,		11465.37,		11412.693,		11243.175,		15948.32,		-0.1989,		0.9911,		0.9961,		8324865,		1664114
4721,		-1,		1,		7.792,		7.884,		7.824,		9.122,		13827.052,		13989.991,		13882.737,		16186.625,		-0.206,		0.9882,		0.9969,		7401841,		1541665
4684,		2,		-1,		7.835,		7.94,		7.902,		9.219,		9477.318,		9604.947,		9558.134,		11151.885,		0.9768,		-0.4935,		0.996,		5065479,		1057118
5793,		-1,		1,		9.817,		9.761,		9.639,		13.692,		16318.865,		16224.976,		16023.019,		22760.349,		-0.1791,		0.9999,		0.9969,		1804208,		317136
6261,		-1,		1,		19.16,		19.054,		18.821,		26.792,		38490.48,		38276.367,		37807.727,		53821.213,		-0.5251,		0.9987,		0.9943,		1422064,		744652
5668,		-1,		1,		10.184,		10.13,		10.039,		14.285,		19213.68,		19112.794,		18940.971,		26951.115,		-0.1774,		0.9998,		0.9965,		2116963,		373695
4821,		-1,		1,		11.679,		11.822,		11.785,		13.751,		20516.836,		20767.604,		20702.765,		24156.441,		-0.2383,		0.9998,		0.9951,		2923298,		692563
5893,		-1,		1,		12.08,		12.02,		11.89,		16.928,		19922.351,		19824.59,		19608.853,		27918.196,		-0.1712,		0.9999,		0.9964,		2194628,		373757
5375,		-1,		1,		18.835,		18.876,		18.774,		21.986,		31359.616,		31427.476,		31257.031,		36604.777,		-0.4287,		0.9917,		0.9968,		6979675,		3005577
5302,		-1,		1,		19.29,		19.325,		19.172,		22.471,		36282.599,		36349.944,		36060.956,		42265.873,		-0.4307,		0.9968,		0.9969,		8095466,		3496711
4856,		-1,		1,		11.708,		11.84,		11.788,		13.735,		20972.901,		21209.381,		21116.074,		24604.396,		-0.2374,		0.9998,		0.9961,		2987028,		707673
6248,		3,		-1,		16.971,		16.934,		16.73,		23.802,		10166.955,		10144.74,		10022.379,		14259.428,		0.9992,		-0.3337,		1.0,		865468,		504027
6483,		-1,		1,		11.074,		11.025,		10.87,		15.425,		20455.5,		20363.875,		20078.224,		28491.668,		-0.3106,		0.9982,		0.9972,		2918727,		907113
4708,		-1,		1,		3.179,		3.217,		3.211,		3.701,		1519.618,		1537.809,		1535.032,		1769.177,		-0.2243,		0.9997,		0.9971,		793817,		174838
6526,		-1,		1,		9.359,		9.296,		9.152,		12.972,		20217.109,		20080.499,		19769.02,		28021.903,		-0.3104,		0.9984,		0.9962,		3484763,		1074070
5641,		-1,		1,		17.761,		17.676,		17.546,		25.047,		30137.467,		29993.697,		29773.361,		42500.103,		-0.2573,		1.0,		0.9962,		771478,		194957
5597,		-1,		1,		17.193,		17.1,		16.937,		24.15,		28795.739,		28640.871,		28367.004,		40449.072,		-0.2617,		1.0,		0.9965,		737356,		187989
5432,		-1,		1,		17.408,		17.419,		17.318,		20.283,		31872.613,		31892.628,		31707.916,		37136.679,		-0.5292,		0.9991,		0.9974,		2225130,		1178091
3267,		-1,		1,		11.746,		11.733,		11.607,		13.317,		30018.027,		29984.864,		29663.383,		34033.883,		-0.7405,		0.972,		0.9975,		14512837,		11055140
4808,		-1,		1,		11.524,		11.659,		11.624,		13.562,		18953.457,		19175.935,		19117.773,		22305.824,		-0.2395,		0.9998,		0.9963,		2698761,		641827
6065,		-1,		1,		8.121,		8.086,		7.962,		11.298,		15357.116,		15290.594,		15057.763,		21364.921,		-0.1977,		0.9882,		0.9968,		11159737,		2229051
4936,		-1,		1,		7.876,		7.936,		7.857,		9.05,		14765.875,		14879.533,		14730.084,		16967.709,		-0.2061,		0.9991,		0.996,		7915505,		1632136
3592,		-1,		1,		18.2,		19.241,		19.194,		22.097,		42843.547,		45295.101,		45184.336,		52017.44,		-0.6724,		0.9997,		0.9971,		1382631,		925789
5821,		-1,		1,		12.039,		11.982,		11.84,		16.868,		21951.054,		21847.442,		21588.02,		30756.837,		-0.1859,		1.0,		0.9958,		1161666,		213491
4893,		-1,		1,		11.694,		11.815,		11.728,		13.638,		10748.239,		10859.599,		10780.1,		12535.832,		-0.2351,		0.9948,		0.0,		1537300,		363233
4668,		-1,		1,		7.726,		7.835,		7.797,		9.098,		14148.199,		14346.819,		14277.534,		16659.209,		-0.2088,		0.9984,		0.9965,		7578113,		1579971
6328,		-1,		1,		19.641,		19.518,		19.291,		27.433,		33135.791,		32928.197,		32544.542,		46280.394,		-0.5752,		0.9898,		0.9967,		2801085,		1626080
5721,		-1,		3,		17.597,		17.511,		17.375,		24.773,		16011.693,		15932.776,		15809.45,		22540.596,		-0.0898,		1.0,		0.9953,		407085,		103298
4636,		-1,		1,		10.673,		10.775,		10.703,		12.495,		8529.245,		8610.691,		8552.99,		9985.12,		-0.2443,		0.9997,		0.9971,		1212200,		291101
4793,		-1,		1,		7.812,		7.892,		7.814,		9.08,		9522.554,		9620.526,		9525.092,		11068.155,		-0.2108,		0.9991,		0.9967,		5102838,		1058541
5684,		-1,		1,		12.222,		12.16,		12.077,		17.224,		14551.297,		14477.81,		14378.879,		20505.794,		-0.2846,		1.0,		0.9966,		386785,		109259
6418,		-1,		1,		11.18,		11.125,		10.965,		15.575,		19958.619,		19859.344,		19573.823,		27803.085,		-0.3126,		0.999,		0.9972,		2717196,		849417
5399,		-1,		1,		7.901,		7.918,		7.855,		9.151,		13496.736,		13524.934,		13417.524,		15630.892,		-0.4389,		0.9993,		0.9972,		3015044,		1321569
6105,		-1,		1,		8.188,		60.425,		8.033,		11.409,		15226.162,		112357.874,		14936.989,		21214.685,		-0.1976,		0.985,		0.9963,		11060999,		2215248
4940,		-1,		1,		7.855,		7.928,		7.848,		9.098,		13683.945,		13811.304,		13673.029,		15850.955,		-0.2057,		0.9982,		0.9965,		7340895,		1510851
5857,		-1,		1,		12.036,		11.992,		11.883,		16.927,		21255.891,		21179.105,		20986.286,		29894.998,		-0.1711,		0.9996,		0.9958,		2342507,		398785
6088,		-1,		1,		7.82,		7.995,		7.664,		10.865,		7358.455,		7522.888,		7211.156,		10222.751,		-0.2006,		0.991,		0.9965,		5347422,		1067812
3441,		1,		-1,		13.554,		14.473,		14.388,		16.568,		19829.615,		21174.129,		21050.085,		24240.0,		0.9982,		-1.0,		0.9975,		1820339,		1072178
6430,		-1,		1,		6.184,		6.155,		6.048,		8.52,		10137.969,		10090.732,		9915.799,		13968.737,		-0.2603,		0.9956,		0.9968,		5406625,		1411993
5709,		-1,		1,		17.588,		17.504,		17.372,		24.779,		28516.003,		28380.106,		28165.943,		40176.089,		-0.2627,		1.0,		0.9956,		724793,		184463
2725,		-1,		1,		9.676,		9.65,		9.565,		9.676,		22436.369,		22374.908,		22179.639,		22435.396,		-0.712,		0.9959,		0.9976,		6109170,		4367291
6300,		-1,		1,		19.296,		19.182,		18.883,		26.831,		34566.685,		34362.236,		33826.602,		48063.882,		-0.5778,		0.9948,		0.9953,		2924959,		1697839
4640,		-1,		1,		10.624,		10.725,		10.657,		12.444,		18317.654,		18491.619,		18374.538,		21454.448,		-0.2414,		0.9994,		0.9969,		2601454,		624003
5809,		-1,		1,		19.839,		19.756,		19.576,		27.906,		37677.652,		37518.894,		37176.571,		52996.857,		-0.2481,		0.9999,		0.9965,		949388,		232840
5524,		-1,		1,		14.627,		14.532,		14.329,		20.367,		31087.749,		30886.769,		30455.712,		43287.457,		-0.2874,		1.0,		0.9973,		812180,		215969
2980,		-1,		1,		14.265,		14.281,		14.156,		14.344,		30924.75,		30959.43,		30687.259,		31094.156,		-0.6664,		0.9877,		0.9977,		8861459,		5973918
4596,		-1,		1,		5.05,		5.071,		5.01,		5.812,		8735.725,		8772.298,		8666.585,		10054.165,		-0.2603,		0.9889,		0.9971,		1249464,		328255
5892,		-1,		1,		12.126,		12.073,		11.942,		17.003,		17751.49,		17673.104,		17482.434,		24890.417,		-0.1751,		0.9997,		0.9965,		1957321,		332625
5374,		-1,		1,		19.264,		19.308,		19.2,		22.483,		35223.241,		35304.244,		35105.899,		41108.086,		-0.4273,		0.9919,		0.9967,		7845619,		3378198
4820,		-1,		1,		11.714,		11.857,		11.82,		13.789,		21152.246,		21411.18,		21343.245,		24899.611,		-0.238,		0.9997,		0.9954,		3013988,		714304
3484,		-1,		1,		18.227,		19.077,		18.934,		21.743,		42945.324,		44946.928,		44610.992,		51228.003,		-0.6709,		1.0001,		0.9975,		1399621,		937364
5937,		9,		-1,		4.129,		4.103,		4.054,		5.645,		3640.46,		3617.436,		3573.549,		4976.676,		0.9952,		-0.1138,		0.996,		9447976,		1406161
5669,		-1,		1,		10.008,		9.956,		9.869,		14.04,		17006.34,		16917.783,		16770.333,		23856.921,		-0.18,		0.9999,		0.9962,		1874964,		331506
6550,		-1,		1,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		-0.9456,		1.0,		0.0,		0,		0
5792,		-1,		1,		10.07,		10.012,		9.884,		14.044,		17892.975,		17791.11,		17564.183,		24954.769,		-0.1758,		0.9999,		0.9968,		1976351,		345172
4720,		-1,		1,		7.663,		7.754,		7.697,		8.976,		14182.108,		14349.237,		14244.564,		16612.343,		-0.206,		0.9871,		0.9965,		7583901,		1579038
6260,		-1,		1,		19.681,		19.573,		19.335,		27.529,		34785.407,		34593.989,		34174.629,		48656.494,		-0.5277,		0.999,		0.9945,		1283305,		671170
5444,		-1,		1,		9.629,		9.626,		9.554,		11.181,		18254.826,		18250.072,		18114.019,		21198.758,		-0.4367,		0.999,		0.9969,		4070250,		1774769
6013,		-1,		1,		8.049,		8.004,		7.884,		11.182,		14396.958,		14315.542,		14101.087,		20000.633,		-0.1979,		0.9902,		0.9961,		10443501,		2084614
5969,		-1,		1,		2.605,		2.592,		2.607,		3.532,		2650.831,		2638.203,		2652.978,		3594.524,		-0.1516,		0.9944,		0.997,		6699906,		1013496
5850,		-1,		1,		9.136,		9.093,		9.004,		12.808,		15979.289,		15903.298,		15747.811,		22400.964,		-0.3147,		1.0,		0.9955,		441899,		135841
1668,		9,		-1,		9.183,		9.556,		9.504,		9.508,		12433.323,		12938.065,		12867.42,		12872.838,		0.9979,		-0.1119,		0.9973,		16306409,		13438264
4947,		-1,		1,		11.552,		11.671,		11.574,		13.476,		17981.709,		18167.109,		18016.15,		20976.604,		-0.2381,		0.9997,		0.9966,		2578836,		608215
3635,		-1,		1,		9.403,		9.954,		9.911,		11.442,		22614.633,		23939.63,		23836.652,		27518.501,		-0.5948,		0.9997,		0.996,		2078955,		1236192
1893,		2,		-1,		18.124,		19.052,		19.004,		19.056,		22897.115,		24070.047,		24009.023,		24074.465,		0.9948,		-0.5001,		0.9975,		5065262,		3641618
6437,		-1,		1,		10.954,		10.894,		10.755,		15.268,		18460.646,		18358.021,		18125.058,		25729.623,		-0.3118,		0.9986,		0.9966,		2614103,		813081
4619,		-1,		1,		3.0,		3.034,		3.023,		3.477,		2790.289,		2822.018,		2811.901,		3234.348,		-0.2384,		0.9998,		0.9971,		1453781,		322761
5750,		-1,		1,		9.851,		9.784,		9.651,		13.687,		12324.306,		12240.537,		12073.926,		17123.307,		-0.1925,		0.9999,		0.9968,		1359590,		238723
6469,		-1,		1,		6.219,		6.181,		6.076,		8.56,		12369.203,		12292.923,		12085.111,		17026.477,		-0.2579,		0.9934,		0.9973,		6618122,		1717534
6307,		-1,		1,		19.57,		19.511,		19.298,		27.443,		35381.053,		35274.333,		34889.613,		49614.567,		-0.5769,		0.9931,		0.9956,		3001956,		1742585
4591,		-1,		1,		4.907,		4.932,		4.877,		5.66,		8465.724,		8508.736,		8413.125,		9764.162,		-0.2653,		0.9883,		0.9978,		1215571,		321155
4919,		-1,		1,		11.412,		11.412,		11.334,		13.105,		19175.039,		19174.936,		19043.647,		22020.188,		-0.2377,		0.9998,		0.9968,		2724425,		643474
5373,		-1,		1,		19.63,		19.675,		19.563,		22.911,		34652.409,		34731.268,		34532.939,		40443.326,		-0.4261,		0.99,		0.9967,		7719050,		3321919
4982,		-1,		2,		13.11,		13.232,		13.069,		15.222,		13995.02,		14125.065,		13950.709,		16248.876,		-0.2535,		0.9977,		0.9965,		6989052,		3548349
5895,		-1,		1,		12.095,		12.057,		11.942,		17.002,		22175.742,		22105.689,		21895.129,		31172.676,		-0.1709,		0.9998,		0.997,		2446945,		416717
5930,		-1,		1,		4.155,		4.13,		4.081,		5.683,		7546.925,		7501.269,		7412.235,		10323.731,		-0.1475,		0.9907,		0.9966,		19590957,		2914807
3483,		3,		-1,		27.059,		28.433,		28.251,		32.431,		33854.18,		35572.175,		35345.55,		40574.336,		0.9999,		-0.3336,		0.9975,		1083249,		715926
6557,		-1,		2,		6.3,		6.252,		6.141,		8.648,		5964.161,		5918.062,		5813.006,		8187.061,		-0.1297,		0.9995,		0.9964,		3181036,		825700
2642,		1,		-1,		6.82,		6.812,		6.769,		6.827,		9080.653,		9069.905,		9012.729,		9090.124,		0.9978,		-1.0005,		0.9977,		2465612,		1770375
6239,		-1,		1,		18.849,		18.791,		18.614,		26.507,		15233.328,		15186.995,		15044.04,		21423.185,		-0.581,		0.9951,		0.9948,		1290213,		749695
6267,		-1,		1,		19.366,		19.267,		19.03,		27.079,		31069.918,		30910.285,		30529.764,		43443.095,		-0.5776,		0.9915,		0.9941,		2629378,		1528947
5795,		-1,		1,		9.588,		9.546,		9.428,		13.388,		16155.542,		16085.295,		15886.853,		22559.407,		-0.1787,		0.9999,		0.9968,		1788315,		315312
6509,		-1,		1,		6.192,		6.147,		6.04,		8.504,		15633.825,		15518.118,		15248.512,		21469.438,		-0.2589,		0.9959,		0.9964,		8341631,		2166009
4682,		-1,		2,		7.8,		7.905,		7.869,		9.178,		7397.513,		7497.441,		7463.013,		8705.164,		-0.1021,		0.9788,		0.9966,		3949062,		822850
4727,		-1,		1,		7.784,		7.879,		7.819,		9.115,		14037.154,		14207.182,		14099.74,		16437.117,		-0.2082,		0.9984,		0.9966,		7512753,		1565311
5630,		-1,		1,		10.133,		10.081,		9.985,		14.211,		17889.728,		17797.915,		17629.31,		25089.158,		-0.1778,		0.9998,		0.9965,		1972681,		347433
5288,		-1,		1,		18.976,		19.016,		18.866,		22.112,		21372.878,		21417.504,		21249.205,		24904.535,		-0.5301,		0.9995,		0.9969,		1486672,		786708
6014,		-1,		1,		8.182,		8.136,		8.013,		11.371,		14057.429,		13979.401,		13767.391,		19536.152,		-0.1974,		0.9869,		0.9962,		10195652,		2033748
3578,		-1,		1,		9.378,		9.909,		9.854,		11.327,		21556.538,		22775.394,		22649.75,		26035.001,		-0.5953,		0.9996,		0.9973,		1978596,		1177332
